Unnamed: 0,label,texts
726,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
727,0,Even if we can’t do it all 2 4 lokos and Chuck E. Cheese sounds like a win to me
728,1,A woman of culture
729,0,Hey hey
730,1,Like chocolate 🍫
731,0,🥺👉👈 Simpin is the best way to my heart
732,0,My fatal flaw is not having animal crossing 💀 ikik unforgivable
733,0,Oh the first date?
734,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
735,0,Phew at least you didn’t have to use up the daily super like 😅
736,0,I’ll get the lokos you get the skee ball
737,0,Hey 👋
738,1,What’s your best pickup line
739,0,My rhymes: the sickest      My ass: the thiccest
740,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
749,0,I win
750,0,Haha you didn’t let me finish! First messages are terrible lol
751,0,It’s mine too actually I just got tinder a couple days ago
752,0,Going good! Wbu?
753,0,True true quarantine has been so boring
754,1,Awe thanks Kye 🥴 ur 🔥
755,0,Heyy
756,1,I love the earth. Let’s save water and shower together.
757,1,🤩👀🤩👀
758,1,"Save a horse, ride a cowboy (me)"
759,1,Hi I’m a normal person
760,1,Hey hey :) how are u
761,0,Im doing good!! I napped so long today so I’m wide awake now haha
762,0,Yeah feeling good! What major are you?
763,0,Oh shit it’s in ur bio I’m stupid lol
764,0,Oh that’s so dope!!
765,0,I’m a marketing and Information systems double major haha going into more of a data role hopefully after graduating
766,0,I really liked marketing in high school then coming to UW got more into tech so combined em :) what got u into envi sci?
767,0,Aw that’s so cool and also so great!! I know in one of my current issues classes last year there was a section on environmental issues facing us today and damn it’s so sad and honestly needs so much work
768,0,Are you planning on going to school past undergrad?
769,0,Yeah! Next winter I’ll be all done sadly
770,0,College went by too fast
771,0,I’m planning on finishing undergrad and going into my career but hopefully doing evening MBA through my company haha
772,0,Kind of testing the waters haha it’s been a while since I’ve been on so I’m seeing what it’s like. Plus during quarantine it’s really nice to just have a convo
773,0,Wbu?
774,0,Yeah! Totally it’s def new to me being on Tinder but that whole few days at a time thing is kind of off putting. Idk nothing too serious but just go with the flow really
775,0,How has quarantine been for u?
776,0,It’s been alright I feel a lot more productive but I’m a heavy extrovert so not being able to see anyone has been killing me for sure haha
777,0,I have so much more time to watch stuff tho so I’m happy about that!
778,0,I’m back in Seattle with my roommates tho which I’m so grateful for!
779,0,"I’ve been watching some movies! I just watched Love, Simon and 13th this past weekend"
780,0,Yeah I really liked em!! Especially 13th def recommended time so many
781,0,Honestly haha I’ve been making my friends and fam watch
782,0,Talk to u tmrw nice talking to u!! Good luck at work tmrw 👋👋
783,0,Sorry I was so busy today!! Hope work went well
784,0,All good haha I’ve just been working too so pretty routine
785,0,A 13” height difference isn’t a big deal right?
786,0,Phew thought it might be a deal breaker
787,0,How are you?
788,0,Oh fuck I’m sorry that’s awful how did that happen?
789,0,Pretty good! Did a night run which was refreshing
790,0,At least there’s a good story behind it!! I’m jealous of the boat haha I really wanna go out on the lake
791,0,My day was pretty boring lol I work full time from home so it was a lot of staring at my computer 😂 getting a run in after was super refreshing tho
792,0,Oh no worries haha I just got my projects for the summer so it’s picking up speed
793,0,What are you studying?
794,0,Oh that’s so cool! Miss corona needs to leave smh
795,0,Imma be really happy once ppl can start hanging out in large groups again haha
796,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
797,1,"The stilts are an incredible party trick, really ups my game"
798,0,I must come clean the stilts are more of a wish than a reality 😞 a man can dream
799,0,Roller skating is so much fun but I’m so awful at it lol
800,0,I wanna learn how to skateboard I feel like it’d be so fun
801,0,We’ll be doing kick flips in no time
802,0,So you go to U of A how is that?
803,0,Aw nice! I’m so ready for quarantine to be over and see all my college friends tho
804,0,They’re spread out through WA and I’m in U district haha so they don’t come around
805,0,Me and my roommates are just chillin at our apt for quarantine
806,1,Snap ?
807,1,Snap ?
808,0,I’m doing good
809,0,Oh YUH
810,0,No snap
811,1,Snap
812,1,Your snap is crazy
813,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
814,0,Bet I got the 4 lokos U get the skee ball. Those 8 year olds don’t stand a chance
815,1,Sweet I think to better coordinate this I need your snap tho
816,0,I gotchu 👉👈
817,0,No crazy pick up line sorry :(
818,0,If we go to chipotle you best expect me to order the Quesarito
819,0,You haven’t lived life yet
820,0,Think of your best chipotle experience... then add a quesadilla
821,0,2x better
822,0,Never a bad investment
823,0,It’s whatever your chipotle order is but instead of a tortilla it’s a quesadilla
824,0,Best invention of all time
825,0,We can make that a regular thing
826,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
827,0,Fathers Day is the perfect time for two four lokos
828,0,Damn :( fathers always gotta be ruinin this
829,1,Lemme blow ur mind another day
830,0,Damn always something
831,1,Well hmu with ur snap and one day it’ll work out
832,0,I gotchu 👉👈
833,0,Jay is my middle name so I think it’s destiny
834,0,Well if u like David Dobrik it might be more than destiny... Fate
835,0,It’s my second day here ion know either
836,0,Hey
837,0,Hey Bella 👋
838,0,Hey I’m a marketing major
839,0,Oh shit should’ve read your bio first
840,0,Gotta play yourself before you get played
841,0,Always one step ahead
842,0,LMao damn it do be like dat
843,0,I liked it in HS so wanted to continue but I am also an Information Systems major so I’m tryna do more of like a marketing analytics type role haha
844,0,What major r u?
845,0,Yeah exactly! Measuring KPIs so that what marketing is doing is actually worth it 😂
846,0,Oh nice! It’s so true tho marketing majors def make it known haha. I like it tho I’m a heavy extrovert
847,0,"Exactly! I think if I were to do college again I’d try some more creative stuff tho, some of the work I see Some people do is so cool"
848,0,Ah I feel that. I can go for quite some time but that bit of alone time is so crucial haha
849,0,I know I’m pushing my credits to the limit to graduate early 😂 I had room for one extra class next quarter which I’m excited for
850,0,UGH RIGHT next party is gonna be the best of all time I swear
851,0,DAMN that’s a good way to keep busy!
852,0,My roommate is doing some classes too I’m working tho so I can’t :(
853,0,RIGHT i drink with my roommates but it’s just not the same :((
854,0,Everything closed right after I turned 21 too so it’s extra bulky 😂
855,0,I’m doing a marketing internship at SAP Concur for the summer!
856,0,Ugh that’s an L you’ll have to go extra hard after quarantine to make up for it
857,0,Yeah! Working from home is def weird but I’ve gotten into a routine now
858,1,Ah my ideal first date would go something likeee
859,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
860,0,"And aw thanks!! I usually wouldn’t have Kanye so high, usually it is Frank, Harry, and SZA"
861,0,Damn I lost
862,1,Oh I thought we’re having a competition to see who wouldn’t send the first message
863,1,I couldn’t hold out any longer
864,0,You could but it’s pretty confidential. Might have to sign an NDA
865,0,Hmm I suppose I can trust a lawyer
866,0,They were given to me at a very young age. Now I always wear them because I’m a 🤡
867,0,See you think it would be super profitable but really it just makes it tough to get in cars and to sleep
868,0,I’m always picked first for basketball tho so that’s a plus
869,0,I feel like permanent stilts would be a pretty popular wish from some short kings hahaha
870,0,I’d be worried to make a wish cuz I feel like they usually end up bad
871,0,Exactly I’ve already got a leg up on everyone else
872,0,"It’s been okay, I work from home most of the day and then hangout with my roommates. Kind of stuck in a routine but happy I get to see some of my friends haha. U?"
873,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
874,0,Hey Deej 👋
875,1,Let’s get married for tax purposes
876,1,"Perfect, but like if we stay married I’m cool with that too"
877,1,What’s your best pickup line?
878,0,I’m terrible with pickup lines haha
879,0,Purely economical tax season is so tough
880,0,Our retirement plan is gonna be so boujee
881,0,Def getting a jet ski
882,0,65 year old Noah will be SHREDDIN the waves
883,0,Oh ofc my ride or die has to be out there w me
884,1,A 13” difference is no big deal right?
885,1,Perfect I can reach the high shelves and you can get the low ones
886,1,Oh damn I thought you were talking about yourself. Knew that couldn't be true tho because you're 11/10 cute
887,1,Oof I’m only free at 6 am every leap year I hope that’s not a problem
888,0,It’ll be a lit wedding tho for sure
889,0,Fuck you know what I mightttt be able to squeeze in 2032
890,0,Ah shoot me and the boys were gonna have a pong tournament then. Tell you what you can be my partner and we’ll run the tables and then sneak off to Jamaica for the honeymoon
891,0,BET. It’s about time somebody matched my pong skills
892,0,If we lose at pong is that grounds for divorce?
893,0,Oh shit locked in 🔒 that’s aight tho I trust we won’t lose
894,0,It took me so long to find that lock emoji Smh lol
895,0,My most recently used is some dry emojis way too many faces lol. I try to limit em
896,0,Oh yah same
897,0,Just followed back haha. I’m boutta sleep talk tmrw tho 2034 beer pong champ
898,0,MAK how are you
899,0,I napped all day lmao
900,0,I’m good! I got off work and passed out lol
901,0,I woke up to my roommates wanting to drink
902,0,Not the best way to wake up but it is what it is
903,0,My roommates are addicted to claws I swear lmao
904,0,I’ve gotten so used to claws from my roommates but Highkey I had a truly that tasted just like a Capri sun
905,0,Hennessy respect I like it
906,0,I haven’t done hard alc since being in quarantine tho :(
907,0,Oh fuck next time I’ll buy off your recommendation 😂 my roommates decided they wanted 4loko tonight and tbh it may be cheap but probs not worth
908,0,Ya know sometimes you just gotta humble yourself
909,0,I really like Ciroc tho
910,0,I’ll drink whatever but I def don’t mind a mixed drink. I enjoy drinking games a lot lol
911,0,Added!
912,0,We bought a table that is a nice heavy wood table but it extends into a pong table 😂 we rarely use it tho sadly
913,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
914,0,I’ll pay for the lokos and you got the skee ball
915,0,Bet what flavor do u want? Crucial information if this is gonna work
916,0,We’ll just mix em all together and have good ol 4 loko jungle juice
917,0,God that sounds gross 🤮
918,0,"That’s what I like to hear, mama didn’t raise no quitter 😂"
919,0,So you go to Wazzu are you back over towards the west for quarantine?
920,0,Oh nice! What job are u moving back for?
921,0,Damn that’s so cool! I have a friend at Wazzu in bio he’s hype to finish and get started on jobs haha
922,0,Trueeee it’s the same at UW ppl ask me if I know somebody but there’s like 40k students there’s no chance 😂😂
923,1,Hey Sofia 👋
924,0,"Wooden slabs are not affected by fire and also have a stronger blast resistance than that of wooden planks.

If you play on a server that has fire-spread enabled, you do not need to worry about your wooden slabs catching fire!"
925,0,2 matches in 1 what a bargain
926,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
927,0,Ofc ofc gotta put all the time I waste on tik tok to good use
928,0,Hi! There sure are a lot of germans studying here 🤣🤣. Are you at KI?
929,0,"Okay! What's your field? Could it be toxicology. I hope not 🥲💩. 

I'm working full time. No concrete plans to go back to school for a while. Working at a Service Desk for an insurance company"
930,0,That's really cool and interesting!
931,0,I hope too. I'm sure it's exactly that down the line.
932,0,How was your day?
933,0,That sounds wonderful! I can relate to the parts about sleep and being tired afterwards. Proof that your brain was utilized for something new!
934,0,"My day was very regular and kinda boring. Just a day at work, talking quite a bit with my colleague. Not much to do at work, not many users coming by."
935,0,Need to get a new job i feel like
936,0,Yeah it is. But very stimulating now that I've been at it for over 18 months. 😁👴
937,0,Damn corona. It could've been worse though. Need to remember to be grateful.
938,0,Haha. Yeah. I was tired today too but out of boredom.
939,0,When are you going to bed then? ☺️
940,1,"Yeah. I know how hard the lockdown is in germany. Maybe we could go to a cafe together some day?

Good night ☺️☺️"
941,0,Yeah. How was your day btw? 😁
942,0,"Haha. Can relate. Well, sleep is lot something to play around with I say. It makes a world of difference."
943,0,"Slept pretty okay myself. Jogged on the treadmill yesterday so that's probably why. 

How did you sleep? 👴😁"
944,0,Oh no. What's do you think is going on with your sleep?
945,0,"I had a pretty good day yesterday. Talked quite a bit with my colleague about life and relationships. It made the time fly by really quickly. Finished the day with watching Peaky Blinders. That show is really good!

How about you? ☺️"
946,0,Drinking lemon water is usually a dealbreaker for me
947,0,What good traits of your balace it out?
948,0,our taste buds have like nothing in common
949,0,tequila is the second worst alcoholic beverage imo
950,0,In high school we used to drink green apple vodka out of water bottles
951,0,thats the worst
952,0,cant even think about it without gagging
953,0,sure is haha
954,0,how is your weekend going?
955,0,"Own a musket for home defense, since that's what the founding fathers intended. Four ruffians break into my house. ""What the devil?"" As I grab my powdered wig and Kentucky rifle. Blow a golf ball sized hole through the first man, he's dead on the spot. Draw my pistol on the second man, miss him entirely because it's smoothbore and nails the neighbors dog. I have to resort to the cannon mounted at the top of the stairs loaded with grape shot, ""Tally ho lads"" the grape shot shreds two men in the blast, the sound and extra shrapnel set off car alarms. Fix bayonet and charge the last terrified rapscallion. He Bleeds out waiting on the police to arrive since triangular bayonet wounds are impossible to stitch up. Just as the founding fathers intended."
956,0,"You may not believe me, but I am respecting you right now, as we speak."
957,0,"Oh no, what sorts of messages are you getting?"
958,0,I've always wondered what its like to be a woman on tinder
959,0,"I see, at least its transparent haha"
960,0,How has your week been?
961,0,rip I do not miss finals one bit
962,0,what are you studying
963,0,Fuck yeah I'll go on frequent trips to goodwill with you
964,0,Whats the coolest thing you've ever gotten there?
965,0,"Electrical engineering and computer science at Berkeley, and then all those hobbies. How do you find the time?"
966,0,I feel that haha. Do you not like coding at all or are classes just enough for you?
967,1,"Hey Alexandra, I appreciate the super like :)"
968,0,How has your weekend been?
969,0,If this is a reference to whether I cook good spaghetti that answer is yes
970,0,Do u want to know the secret
971,0,Of course I do
972,0,The secret is a full stick of butter
973,0,Nobody can guess what you put in the spaghetti but they know its good
974,0,Exactly. For someone with no talent its allowed me to make pretty good food
975,0,How has your week been?
976,0,19 and already an attorney at such a prestigious law firm?
977,0,I'm impressed
978,0,I aspire to break into the industry some day
979,0,How is your week going?
980,0,It's not too bad - I have work every day this week but Thursday which isnt the best but my family is on the east coast anyway so it doesnt matter much
981,0,You have any plans for thanksgiving?
982,0,Arent you supposed to be legally representing chickens not eating them?
983,0,Due to dietary restrictions I can eat like nothing traditional for Thanksgiving haha so your boy will be making spaghetti
984,0,Oh man. celiac?
985,0,"I stay away from gluten, all animal products except ground beef"
986,0,Mostly stay away from soy
987,0,I went vegan for ethical reasons. Cows (especially pasture raised) live substantially better lives than other animals and produce far more meat per animal so I am reasonably comfortable eating it (the alternative is that they dont live at all). My health was pretty bad for a bit so I decided to try introducing some kind of meat and beef was the best option. Dont know if it helped or not
988,0,Only ground because it's cheap hahaha
989,0,I suspect the same thing with me regarding gluten. I tested negative for celiac but get really fatigurd when I eat bread
990,1,Halle how is your life going rn -10 to 10 hit me w it
991,1,Is it a dealbreaker that I cant whistle
992,0,Salutations comrade
993,1,Melanie you are absolutely killing it with the hats
994,0,How is ur life going right now 1 to 10
995,0,You have a very specific type
996,0,"I have daddy issues, still working on the alcoholism though"
997,0,Okay I respect the white claw helmet but tbh I have always thought truly tastes better
998,0,I will trade you one video of my dog trying to eat a piece of cucumber out of my hand in exchange for two pictures of your cat. Willing to negotiate
999,0,Or if you want to be safe you can send me 1 cat picture before and then hold out the last one til after I send the video
1000,0,Combination of too much free time and the perfect opportunity
1001,1,"Hey Ella, you have a great smile!"
1002,0,How is ur life going right now 1 to 10 hit me w it
1003,0,I would say 5 as well. I am pretty happy about the election and like it a lot in CA (just moved here). But obviously life is pretty boring haha
1004,0,How have you been filling your time during quarantine?
1005,0,Being a nanny plus class sounds like a lot haha - I struggled with class alone in college
1006,0,"I grew up in new york state, but moved here from Boston"
1007,0,Went to college in Providence... so I guess I'm coming from a lot of places
1008,0,Cant say I've ever met someone who's been to Rhode Island but not New York hahahaha. Are you going to school in Oakland too or just at home right now?
1009,0,"Yeah new york city is something you have to experience. There is really nowhere like it, at least in America. I would never want to live in there but it's fun for like two days hahaha"
1010,0,"I live in Berkeley on mlk way, by ohlone park. I was actually between oakland and Berkeley when I was looking for somewhere to live but ended up here."
1011,0,I've heard oakland really cool though
1012,0,No worries I usually have them off too so I spend less time on this app hahaha
1013,0,What sort of stuff do you like to do in Berkeley? With the quarantine and all I havent had much chance to explore
1014,0,I suck at smash but what makes you think you stand a chance at jeopardy
1015,0,Hahaha damn it you got with me the or. Either way I was bluffing you would probably wack me at both.
1016,0,Are you a professional soccer coach?
1017,0,That's a dope job. I was a grader in college which was an extremely exciting way to make 10 dollars an hour
1018,0,"I'm assuming you are at Berkeley, what are you studying?"
1019,0,"Psychology is really cool, are you gonna be a therapist or just doing it cause it's cool? Are you psychoanalyzing me as we speak"
1020,0,"A combination of factors. I'm part of a couple communities that are centered here, it's good for.my line of work (software), the weather is great, and I wanted to try something new after spending my whole life in the northeast"
1021,1,Dope so if we get married I can get free drugs in 10 years
1022,0,I grew up in new york state in a town called Mamaroneck. Then my mom and I moved to Mass when I was in college and moved around there a bit.
1023,0,I actually had never been to Ca before moving here. But I've liked it a lot so far minus the air quality
1024,0,I have like no sense of smell so I only notice when I start coughing
1025,0,Are you from CA?
1026,0,"I miss the east coast a bit, especially the part where I paid 500 dollars a month in rent. Why a year in New Orleans - did you go somewhere else and then transfer? I would last like 2 days (ambitious estimate) in that climate before leaving so kudos to you for lasting so long"
1027,0,"Believe it or not you are not the first Tulaner I've met on tinder haha. What I've heard about it corroborates what you said, my friend there goes three times a week despite coronavirus."
1028,0,Are you big into partying?
1029,0,Goes out *
1030,0,"Same as you. Partied a decent amount in high school and early college, then for whatever reason being drunk didnt feel good anymore so that pretty much was it for me.  Was never going out 3 times a week tho haha I would literally die"
1031,0,You ever do some crazy shit while drunk
1032,0,That bad huh?
1033,0,Now I'm curious
1034,0,Might as well get all the embarrassing stuff out then it's all uphill from here
1035,0,"Haha those are the important ones. But I also have a bunch of random interests. I like running and hiking, intellectual stuff generally like reading, coding, reality TV, political gambling recently, video games"
1036,0,What are you into besides jeopardy and smash?
1037,0,Also I just saw your 5th photo for the first time and it made me laugh really hard
1038,1,I bet all your pictures do well with dudes 😎
1039,0,I was a neuroscience major for one semester! Really cool stuff
1040,0,Do you play soccer at Cal?
1041,0,That's real smart. I've seen people really change after multiple concussions so I'm not letting my kids play football haha. How did it inspire your interest in neuroscience?
1042,0,Oh man migraines are the worst. I had them pretty bad for a couple years. How often do you get them?
1043,0,You should try magnesium and vitamin B2 if you haven't already. There is some decent research suggesting that they help
1044,0,"CoQ 10 too if I remember correctly. Ironically my migraines ended up being caused by a magnesium supplement I took, and it was months before I found the connection because it didnt make any sense."
1045,0,"I appreciate you asking. In general, not a really serious relationship (I spent most of college in one so I need some time off), but I guess you never know. Beyond that I'm pretty flexible in terms of what I'm looking for. With Corona things are bit weird. My house is really strict about social distancing, and the majority agreed on being this risk averse so I gotta respect it. Which makes things a bit challenging at least in the next couple months before we get this allegedly 90 percent effective vaccine."
1046,0,How about you?
1047,0,"I guess to be more succinct, generally I'm looking for somewhere between  friends with benefits and semi serious fling"
1048,1,Currently looking more for friends with sexual tension hahaha
1049,0,"Haha it doesn't to me. I'd say I'm not looking for a relationship, but am looking for some level of connection beyond hooking up and nothing else. Have you met many dudes off tinder or no?"
1050,0,"I have met up with only two I think. The first girl was pretty cool, but our first date was a few days before we got off for winter break so that didn't continue. Then I had a fling with another girl who was pretty cool (the tulaner). Another girl who I had seen around campus and was really into asked me out on tinder and then flaked in a pretty shitty way."
1051,0,So tinder has been like mildly fruitful haha
1052,0,Probably not worth the countless hours I have wasted swiping
1053,0,Hahaha this is over the course of like a year
1054,0,"She asked me out, I gave a time like 9 or 10 days out. She did not respond until the night before when I was in NC for a job interview and asked me if I was still good for the date. And when I tried to reschedule she got pissed off. It was truly baffling"
1055,0,Bullet dodged though
1056,0,This is super unrelated but I'm curious how you spend your days with covid
1057,0,I feel like my entire day kind of blends together cause I have nowhere to be and before I know it a full day has passed and it's not clear what I've really done
1058,0,"Hahaha was the frat your only option? I would probably take anything over a frat. I lived in a sorority my sophomore year which was great, both for meeting girls and living in a clean and peaceful space."
1059,0,What classes are you in right now?
1060,0,I see. Is it an off campus frat house? Judging by my rent this might be the one part of the country where I'd guess that dorms are cheaper than off campus
1061,0,What have you learned in your biological clocks class? I cant seem to get my circadian rhythm in check. Always feel tired when I want to be awake and vice versa
1062,0,Okay what the fuck that is absurd. Our student housing was like 800 a month and that was enough to elicit my indignation. 2200 a month seems like probably not that far off tuition right?
1063,0,I do not buy that taking melatonin is useless. I took it for a while and it was too effective. Knocked me straight out but then I'd feel really off the next day
1064,0,Maybe I have a melatonin deficiency...
1065,0,Yeah that's absurd. I guess they can get away with it cause the area is so expensive.
1066,0,You doing anything interesting this weekend?
1067,1,"Hey Sammy, you have a great smile!"
1068,0,How is your life going right now 1-10 hit me with it
1069,1,"Hey Madelyn, you have a great smile!"
1070,0,What sort of art do you do?
1071,0,It does not but now I am concerned why you think it does. Are there signs?!?!??!
1072,0,I am just kidding I have a long and colorful family history of early onset balding and according to 23 and me I have every genetic risk factor
1073,0,Thankfully I have a beautifully shaped head so I look forward to those days
1074,0,In what ways have you been screwed by genetics
1075,1,I have a fat ass too believe it or not. What if we had a kid
1076,1,So will we conceive in your 2003 subaru or mine
1077,0,Hey Grace what's up?
1078,0,Can you tell me what FDT stands for I have been trying to figure this out for like 3 minutes and I'm dying to know
1079,0,"Disappointed in myself for not figuring that out.  Share the sentiment though, the election was a huge relief though I wish it wasn't as close as it was"
1080,0,If you had a bio what would it say
1081,0,"I live in fear of the mf groove, but I always appreciate a reminder"
1082,0,How is life going for you Ansley? 1-10
1083,1,"I am experienced in fish rearing, so would like to apply to coparent your fish. What is their name?"
1084,1,Are you still hiring for this role
1085,1,Dream date idea: zoom date except my internet doesnt cut out like it did last time
1086,1,"Your really cute Jessica, you're smile is very pretty!"
1087,0,Ava how is ur life going right now 1-10 hit me w it
1088,0,Natasha hows ur life going -10 to 10 hit me w it
1089,0,Not too bad. Whats your secret to staying above 0 in these trying times
1090,0,On a scale of 1 to 10 how well is your life going right now
1091,1,Damn girl I wish I was your student
1092,0,What are you teaching?
1093,0,What sort of reality TV show do you hope to be on?
1094,0,"What if I dont have a car, but I can type 135 WPM. Do I still make the cut or nah"
1095,1,I am so excited to finally have someone who I can brag about this to
1096,0,I think it runs in my family - my mom is also an absurdly fast typer. Doesnt hurt that I also played piano for most of my life and spend an inordinate amount of time on my computer.
1097,0,Hows life going for you in the quarantine?
1098,0,"Haha there are probably some finger related genes somewhere in the genome. What style of piano did you play? I mostly played classical, I liked jazz but sucked at it"
1099,0,"I'd say same as you. There are some things I appreciate like being able to work from home, but it is pretty boring. My house has 16 people so we are really strict with covid risk cause if one person gets it we are all fucked. Hiking and running are pretty much the only things I do outside the house"
1100,1,Soilmates?
1101,0,I'm pretty surprised I got it. I was fully prepared to spend like 15 minutes figuring it out haha
1102,0,How how has your day been?
1103,1,"Ilana, I understand it can be I intimidating to talk to someone as attractive as myself but I am not sure how we can figure out if we are soilmates if we dont speak."
1104,0,I was so excited for 30 seconds until I realized you were 50 miles away hahahaha
1105,0,"I'm in Berkeley, just moved here from the east coast"
1106,0,I dont even know what's 50 miles away is that the desert or something
1107,0,Okay maybe we cant date but you CAN educate me
1108,0,What else can you teach me about this great state?
1109,0,I like it a lot here! Weather is insanely good (on days when you can breathe without damaging lungs). Other than that I havent really been able to experience much because of the coronavirus and the fact that I am too lazy to do stuff.
1110,0,"On a scale of 1 to 10, how well is your life going right now?"
1111,0,Ah jeez I'm a bit late to respond to this
1112,0,How much spaghetti do I have to cook you to make up for it
1113,0,Hey Vivien! I too am new to Berkeley - what brings you here?
1114,0,I just moved here a couple of months ago for work. I graduated back in May. What are you studying?
1115,0,"Are you named after the water bottle brand, or is it named after you???"
1116,0,Damn I'm impressed. What makes you so great as to have an entire brand named after you?
1117,0,Do you get a cut of the profits?
1118,0,So nice to meet you Yanny
1119,1,"Are you from Iraq, cause I want to see you Baghdad ass up"
1120,1,"You share a name with my childhood neighbors dog. Like her, you are very cute."
1121,0,I just accidentally found you on reddit
